Neighborhood,Neighborhood Latitude,Neighborhood Longitude,Venue,Venue Latitude,Venue Longitude,Venue Category
"Egmore,Egmore High Road",13.073820099999999,80.25574565,Madras Hotel Ashoka Chennai,13.072522981703962,80.2606820806733,Motel
"Egmore,Egmore High Road",13.073820099999999,80.25574565,Fruit shop on greams road,13.074158485398215,80.26209974777065,Farmers Market
"Egmore,Egmore High Road",13.073820099999999,80.25574565,Arab Kitchen,13.067134318489256,80.25510736445567,Middle Eastern Restaurant
"Egmore,Egmore High Road",13.073820099999999,80.25574565,The Presidency Club,13.065539775908881,80.25843386675812,Athletics & Sports
"Egmore,Egmore High Road",13.073820099999999,80.25574565,North East Kitchen,13.065308072889023,80.25825824445398,Korean Restaurant
"Egmore,Egmore High Road",13.073820099999999,80.25574565,Mathsya,13.07504186255991,80.25787788595088,Indian Restaurant
"Egmore,Egmore High Road",13.073820099999999,80.25574565,Bombay Brasserie,13.066893617254191,80.25196310637325,Indian Restaurant
"Egmore,Egmore High Road",13.073820099999999,80.25574565,Cup O Cafe,13.081035260310694,80.2555938258994,Italian Restaurant
"Egmore,Egmore High Road",13.073820099999999,80.25574565,Fruit Shop,13.081195462495762,80.25562956800843,Farmers Market
"Egmore,Egmore High Road",13.073820099999999,80.25574565,Domino's Pizza,13.080169925548274,80.24998773838092,Pizza Place
"Egmore,Egmore High Road",13.073820099999999,80.25574565,Government Museum Egmore,13.069924172880167,80.25693668465603,Museum
"Egmore,Egmore High Road",13.073820099999999,80.25574565,Radisson Blu - The Great Kebab Factory,13.06728111468467,80.25548525889225,Kebab Restaurant
"Egmore,Egmore High Road",13.073820099999999,80.25574565,Café Coffee Day,13.075381647684422,80.25911808013916,Café
"Egmore,Egmore High Road",13.073820099999999,80.25574565,Radisson Blu Hotel,13.066939,80.2555494,Hotel
"Egmore,Egmore High Road",13.073820099999999,80.25574565,Down Under,13.068609804869503,80.26084412313224,Bowling Alley
"Egmore,Egmore High Road",13.073820099999999,80.25574565,Cake Walk,13.068085672094753,80.25817643104139,Bakery
"Egmore,Egmore High Road",13.073820099999999,80.25574565,Domino's Pizza,13.078,80.259,Pizza Place
"Egmore,Egmore High Road",13.073820099999999,80.25574565,cafe coffee day,13.081397970978546,80.25554655005855,Café
"Egmore,Egmore High Road",13.073820099999999,80.25574565,Grand sweets & snacks,13.071595292662016,80.25017061628022,Indian Restaurant
"Egmore,Egmore High Road",13.073820099999999,80.25574565,Museum Theatre,13.070469754917092,80.2572524561723,Theater
"Egmore,Egmore High Road",13.073820099999999,80.25574565,Vestin Park,13.067573693370274,80.25895249480617,Mexican Restaurant
"Egmore,Egmore High Road",13.073820099999999,80.25574565,Cafe Chokolade,13.067859812404075,80.25842864932382,Café
"Egmore,Egmore High Road",13.073820099999999,80.25574565,Ambassador Pallava Hotel Chennai,13.067188617312796,80.25884944348344,Hotel
"Egmore,Egmore High Road",13.073820099999999,80.25574565,Albert Theatre,13.076235243156598,80.26407120062109,Movie Theater
"Egmore,Egmore High Road",13.073820099999999,80.25574565,Fisherman's Fare,13.070930953706302,80.25415761422747,Seafood Restaurant
"Egmore,Egmore High Road",13.073820099999999,80.25574565,Sangeetha Restaurant,13.065802202631401,80.25660641334203,Asian Restaurant
"Egmore,Egmore High Road",13.073820099999999,80.25574565,National Lodge - Meals,13.08025030389306,80.25425802380464,Indian Restaurant
"Egmore,Egmore High Road",13.073820099999999,80.25574565,Saravana Bhavan,13.076892146465031,80.26235988443321,Indian Restaurant
"Egmore,Egmore High Road",13.073820099999999,80.25574565,Alsa Mall,13.068889417206245,80.25737200750393,Shopping Mall
"Egmore,Egmore High Road",13.073820099999999,80.25574565,Sudha Hotel,13.078903004701695,80.25564014247006,Diner
"Egmore,Egmore High Road",13.073820099999999,80.25574565,Prince Plaza,13.071460705283014,80.25922327936266,Shopping Mall
"Egmore,Egmore High Road",13.073820099999999,80.25574565,Fountain Plaza,13.068304707156601,80.25606251347214,Shopping Mall
"Egmore,Egmore High Road",13.073820099999999,80.25574565,The Pride Hotel,13.079172828206788,80.24894353367715,Hotel
"Egmore,Egmore High Road",13.073820099999999,80.25574565,Hotel Abu Palace Chennai,13.07893359127808,80.25197673982274,Hotel
"Egmore,Egmore High Road",13.073820099999999,80.25574565,Hyderabadi Biriyani Centre,13.067254445527912,80.25431246897334,Indian Restaurant
"Egmore,Egmore High Road",13.073820099999999,80.25574565,Vasantha Bavan,13.077588072919843,80.26172757430197,Vegetarian / Vegan Restaurant
"Egmore,Egmore High Road",13.073820099999999,80.25574565,DU Bowl,13.068674700693377,80.26077337733692,Bowling Alley
"Egmore,Egmore High Road",13.073820099999999,80.25574565,downunder,13.0687132049874,80.26084312272721,Pool Hall
"Egmore,Egmore High Road",13.073820099999999,80.25574565,Sri Krishna Sweets,13.081291499678397,80.25465547273235,Indian Restaurant
"Egmore,Egmore High Road",13.073820099999999,80.25574565,Novelty Tea House,13.081860201145835,80.25433424703103,Indian Restaurant
"Egmore,Egmore High Road",13.073820099999999,80.25574565,Kwality,13.066704808782207,80.25988746917226,Bakery
"Egmore,Egmore High Road",13.073820099999999,80.25574565,kwality walls swirls,13.066523074160745,80.26013245588845,Dessert Shop
Fort St George,13.0801721,80.2838331,Fort Museum,13.080618432998454,80.2877188704723,Museum
Fort St George,13.0801721,80.2838331,Higginbothams,13.08318961077487,80.27516784004308,Bookstore
Fort St George,13.0801721,80.2838331,Parrys,13.088421590690437,80.28328322474236,Market
Fort St George,13.0801721,80.2838331,Island Grounds,13.073726612567617,80.28348460265835,Campground
Fort St George,13.0801721,80.2838331,Chennai Port,13.0854794158517,80.2900264027176,Harbor / Marina
Fort St George,13.0801721,80.2838331,Chennai Park Town MRTS,13.07957900937133,80.27548354360363,Train Station
Fort St George,13.0801721,80.2838331,Central Bus Stand,13.081912004383135,80.27531480564019,Bus Station
Fort St George,13.0801721,80.2838331,Burma bazaar,13.088280005892607,80.28081222424635,Electronics Store
Fort St George,13.0801721,80.2838331,City Tower Hotel Chennai,13.081502797863267,80.27501543100615,Hotel
"Kilpauk,Kilpauk Medical College,Kilpauk West,Medavakkam Tank Road,New Avadi Road",13.08699932,80.23295474,A2B Restaurant Chinthamani,13.084274724902833,80.22470547763434,Indian Restaurant
"Kilpauk,Kilpauk Medical College,Kilpauk West,Medavakkam Tank Road,New Avadi Road",13.08699932,80.23295474,Zaitoon,13.083468202901752,80.2254644123473,Middle Eastern Restaurant
"Kilpauk,Kilpauk Medical College,Kilpauk West,Medavakkam Tank Road,New Avadi Road",13.08699932,80.23295474,Al-Kebabish,13.08524831423748,80.22496690508031,Restaurant
"Kilpauk,Kilpauk Medical College,Kilpauk West,Medavakkam Tank Road,New Avadi Road",13.08699932,80.23295474,Nizam pan shop-bhai kadai,13.079295126292015,80.23729054747912,Daycare
"Kilpauk,Kilpauk Medical College,Kilpauk West,Medavakkam Tank Road,New Avadi Road",13.08699932,80.23295474,McDonald's,13.08348133803675,80.24019120180878,Fast Food Restaurant
"Kilpauk,Kilpauk Medical College,Kilpauk West,Medavakkam Tank Road,New Avadi Road",13.08699932,80.23295474,Café Coffee Day,13.082093669836759,80.23322051872559,Café
"Kilpauk,Kilpauk Medical College,Kilpauk West,Medavakkam Tank Road,New Avadi Road",13.08699932,80.23295474,Buhari Hotel,13.084096545356847,80.22457719075993,Indian Restaurant
"Kilpauk,Kilpauk Medical College,Kilpauk West,Medavakkam Tank Road,New Avadi Road",13.08699932,80.23295474,Robusta,13.080424268232667,80.23598568488217,Café
"Kilpauk,Kilpauk Medical College,Kilpauk West,Medavakkam Tank Road,New Avadi Road",13.08699932,80.23295474,Star Bazzar,13.082754090059687,80.2335935598895,Department Store
"Kilpauk,Kilpauk Medical College,Kilpauk West,Medavakkam Tank Road,New Avadi Road",13.08699932,80.23295474,cafe coffee day,13.083588613740698,80.24005753093779,Coffee Shop
"Kilpauk,Kilpauk Medical College,Kilpauk West,Medavakkam Tank Road,New Avadi Road",13.08699932,80.23295474,Kebab Street,13.080101760050606,80.23869071707435,Indian Restaurant
"Perambur,Perambur North,Sembiam",13.112356400000001,80.2429547,S2 Cinemas,13.11231283744253,80.23652428109273,Multiplex
"Perambur,Perambur North,Sembiam",13.112356400000001,80.2429547,Singapore Shopping,13.111385306005111,80.2416475815353,Shopping Mall
"Perambur,Perambur North,Sembiam",13.112356400000001,80.2429547,Perambur Railway Station,13.107822845153832,80.24445732417405,Train Station
"Perambur,Perambur North,Sembiam",13.112356400000001,80.2429547,Wangs Kitchen,13.115748735898176,80.2459220562305,Chinese Restaurant
"Perambur,Perambur North,Sembiam",13.112356400000001,80.2429547,A2b,13.108271230714859,80.24534487858652,Restaurant
"Perambur,Perambur North,Sembiam",13.112356400000001,80.2429547,Perambur Bus Stand,13.108191585490626,80.24545922541266,Bus Station
"Perambur,Perambur North,Sembiam",13.112356400000001,80.2429547,McRennett,13.10819548016498,80.24613441305522,Bakery
"Perambur,Perambur North,Sembiam",13.112356400000001,80.2429547,Ajantha cafe pizza,13.111887224697824,80.23763428013321,Pizza Place
"Perambur,Perambur North,Sembiam",13.112356400000001,80.2429547,Big Bazzar,13.112327131918802,80.23722041465682,Department Store
"Perambur,Perambur North,Sembiam",13.112356400000001,80.2429547,Sri Srinivasa Sweets,13.11911806908466,80.24140254143182,Snack Place
"Kosapet,Perambur Barracks,Perambur High Road,Pulianthope,Venkatesapuram",13.101489860000001,80.2595588,Mansukh Bhel,13.094780800655668,80.2614227075744,Fast Food Restaurant
"Kosapet,Perambur Barracks,Perambur High Road,Pulianthope,Venkatesapuram",13.101489860000001,80.2595588,Vyadarpadi Jeeva,13.108842108853553,80.25788399567648,Platform
"Kosapet,Perambur Barracks,Perambur High Road,Pulianthope,Venkatesapuram",13.101489860000001,80.2595588,Vyasarpadi Railway Station,13.10902184360338,80.25792210566846,Train Station
"Kosapet,Perambur Barracks,Perambur High Road,Pulianthope,Venkatesapuram",13.101489860000001,80.2595588,Pizza Hut,13.1062,80.266182,Pizza Place
"Kosapet,Perambur Barracks,Perambur High Road,Pulianthope,Venkatesapuram",13.101489860000001,80.2595588,Shree Mithai,13.1093530959208,80.2570183498161,Snack Place
"Kalmandapam,Rayapuram Madras,Rayapuram Market",13.116501499999998,80.28636706666667,Bakers Spring,13.113837121443545,80.29255986213684,Bakery
"Kalmandapam,Rayapuram Madras,Rayapuram Market",13.116501499999998,80.28636706666667,IDREAM Theater,13.11609365939925,80.29319133373744,Movie Theater
"Kalmandapam,Rayapuram Madras,Rayapuram Market",13.116501499999998,80.28636706666667,Big Bazaar,13.1095865467695,80.28439351863636,Department Store
"Kalmandapam,Rayapuram Madras,Rayapuram Market",13.116501499999998,80.28636706666667,Ibaco,13.115612341395995,80.29483718712652,Dessert Shop
"Kalmandapam,Rayapuram Madras,Rayapuram Market",13.116501499999998,80.28636706666667,Korukkupettai rail station,13.120302548640954,80.27846633979973,Train Station
"Kalmandapam,Rayapuram Madras,Rayapuram Market",13.116501499999998,80.28636706666667,Whashermanpet Railway Station,13.108228127478123,80.28365332432685,Train Station
"Pudupakkam,Royapettah,Triplicane South",12.98139105,80.25314455,Holiday Inn Chennai OMR IT Expressway,12.980204386085656,80.2528693490099,Hotel
"Pudupakkam,Royapettah,Triplicane South",12.98139105,80.25314455,Screen 2 @ S2 Cinemas,12.974113429901047,80.25594580777992,Multiplex
"Pudupakkam,Royapettah,Triplicane South",12.98139105,80.25314455,East Coast Road,12.978499664619436,80.25484052735455,Scenic Lookout
"Pudupakkam,Royapettah,Triplicane South",12.98139105,80.25314455,White Pepper,12.989109361594725,80.25550782680511,Chinese Restaurant
"Pudupakkam,Royapettah,Triplicane South",12.98139105,80.25314455,Ascendas IT Park,12.986094119722662,80.24594379060532,Office
"Pudupakkam,Royapettah,Triplicane South",12.98139105,80.25314455,Cafe Coffee Day,12.985506106952192,80.24621608861555,Café
"Pudupakkam,Royapettah,Triplicane South",12.98139105,80.25314455,Barista Lavazza,12.976320791377407,80.25920122861862,Coffee Shop
"Pudupakkam,Royapettah,Triplicane South",12.98139105,80.25314455,Subway,12.986004315046468,80.24586505326639,Sandwich Place
"Pudupakkam,Royapettah,Triplicane South",12.98139105,80.25314455,McDonald's,12.986010789898444,80.24590027601332,Fast Food Restaurant
"Pudupakkam,Royapettah,Triplicane South",12.98139105,80.25314455,Copper Chimney,12.98611350834806,80.2501938654789,Indian Restaurant
"Pudupakkam,Royapettah,Triplicane South",12.98139105,80.25314455,S2 Cinemas,12.989660149972352,80.25603664092905,Multiplex
"Pudupakkam,Royapettah,Triplicane South",12.98139105,80.25314455,Hotel Saravana Bhavan,12.985501546382297,80.24622573409505,Vegetarian / Vegan Restaurant
"Pudupakkam,Royapettah,Triplicane South",12.98139105,80.25314455,Aasife & Brothers Biriyani Centre,12.989186629371808,80.25588109437088,Indian Restaurant
"Pudupakkam,Royapettah,Triplicane South",12.98139105,80.25314455,Domino's Pizza,12.989015303952035,80.25594580777992,Pizza Place
"Pudupakkam,Royapettah,Triplicane South",12.98139105,80.25314455,OMR,12.978375839574962,80.25204752043902,Hostel
"Pudupakkam,Royapettah,Triplicane South",12.98139105,80.25314455,Planet Yumm,12.98600059250679,80.24588394081164,Food Court
"Pudupakkam,Royapettah,Triplicane South",12.98139105,80.25314455,Sea Shell OMR,12.972962936498552,80.2501280156524,Middle Eastern Restaurant
"Pudupakkam,Royapettah,Triplicane South",12.98139105,80.25314455,Hot Chips,12.987971683300323,80.25586096566873,Indian Restaurant
"Pudupakkam,Royapettah,Triplicane South",12.98139105,80.25314455,Al Reef Restaurant,12.983137262230251,80.25987982749939,Middle Eastern Restaurant
"Pudupakkam,Royapettah,Triplicane South",12.98139105,80.25314455,Tidel Park,12.989651904243134,80.2508660208781,Office
"Pudupakkam,Royapettah,Triplicane South",12.98139105,80.25314455,Sri Krishna Sweets,12.976483464792308,80.25853730745409,Snack Place
"Pudupakkam,Royapettah,Triplicane South",12.98139105,80.25314455,odyssey bookstore,12.976293951264553,80.2590051481592,Bookstore
"Pudupakkam,Royapettah,Triplicane South",12.98139105,80.25314455,Gangotree,12.98515420503473,80.24616708328878,Snack Place
"Pudupakkam,Royapettah,Triplicane South",12.98139105,80.25314455,Akasaka,12.989127656645719,80.25538444519043,Japanese Restaurant
"Pudupakkam,Royapettah,Triplicane South",12.98139105,80.25314455,Punjabi Tadka,12.984778623756434,80.24564266204834,Fast Food Restaurant
"Pudupakkam,Royapettah,Triplicane South",12.98139105,80.25314455,5 Stars Classic,12.975325088999806,80.25879692939827,Department Store
"Pudupakkam,Royapettah,Triplicane South",12.98139105,80.25314455,Turyaa Chennai,12.97335776212698,80.2509345841582,Hotel
"Pudupakkam,Royapettah,Triplicane South",12.98139105,80.25314455,Ottanchathiram Fruits & Vegetables,12.973540964313411,80.25671346615049,Department Store
"Pudupakkam,Royapettah,Triplicane South",12.98139105,80.25314455,Naturals Unisex Salon,12.973280817694897,80.25015820219924,Cosmetics Shop
"Pudupakkam,Royapettah,Triplicane South",12.98139105,80.25314455,The Grand Sweets & Snacks,12.973062435318258,80.2500928647927,Snack Place
"Saidapet Madras,Saidapet West",13.020817,80.2239536,Hot Breads,13.014779618936569,80.2242724866144,Bakery
"Saidapet Madras,Saidapet West",13.020817,80.2239536,Saidapet Railway Station,13.023616596185127,80.22382315407164,Train Station
"Saidapet Madras,Saidapet West",13.020817,80.2239536,Wangs Kitchen,13.015265882179063,80.2249146221417,Chinese Restaurant
"Saidapet Madras,Saidapet West",13.020817,80.2239536,French Loaf,13.015460534266111,80.22469375409547,Food & Drink Shop
"Saidapet Madras,Saidapet West",13.020817,80.2239536,Adyar Ananda Bhavan,13.015292746629676,80.22513364891849,Breakfast Spot
"Saidapet Madras,Saidapet West",13.020817,80.2239536,Data Udipi,13.020142851307906,80.22486342347904,South Indian Restaurant
"Saidapet Madras,Saidapet West",13.020817,80.2239536,"Raj Theater,",13.019499706768814,80.22315323562424,Movie Theater
"Saidapet Madras,Saidapet West",13.020817,80.2239536,Saidapet Railway Station Bus Stop,13.01964943161578,80.22475449534167,Bus Station
"Saidapet Madras,Saidapet West",13.020817,80.2239536,Saidapet Fish Market,13.020991896672175,80.22403011967964,Fish Market
"Saidapet Madras,Saidapet West",13.020817,80.2239536,Ponnusamy Hotel,13.013826884290419,80.22319058308287,Indian Restaurant
"Saidapet Madras,Saidapet West",13.020817,80.2239536,Domino's Pizza,13.0134597265888,80.22258645595525,Pizza Place
"Saidapet Madras,Saidapet West",13.020817,80.2239536,arabian delights,13.020465865360427,80.21943863273873,BBQ Joint
"Saidapet Madras,Saidapet West",13.020817,80.2239536,Wangs Kitchen (CIT Nagar),13.023882917037737,80.22811486413839,Chinese Restaurant
"Alandur,St Thomas Mount H O",12.9948658,80.19699925,Pizza Republic,12.99098677891081,80.19861315843515,Pizza Place
"Alandur,St Thomas Mount H O",12.9948658,80.19699925,Sukkkubai Beef Biryani Shop,12.998769171130256,80.20138073942545,Indian Restaurant
"Alandur,St Thomas Mount H O",12.9948658,80.19699925,St Thomas Mount Railway Station,12.994986869352775,80.20030204728278,Train Station
"Alandur,St Thomas Mount H O",12.9948658,80.19699925,Hotel Saravana Bhavan,12.996520376888332,80.19022398979648,South Indian Restaurant
"Alandur,St Thomas Mount H O",12.9948658,80.19699925,The Grand Sweets & Snacks,13.00174582044825,80.19896728306215,Indian Restaurant
"Alandur,St Thomas Mount H O",12.9948658,80.19699925,Asif Brothers Restaurant,13.001518503157444,80.19908466388792,Indian Restaurant
"Alandur,St Thomas Mount H O",12.9948658,80.19699925,Loiee,12.992196715461018,80.19899997141512,Bakery
"Alandur,St Thomas Mount H O",12.9948658,80.19699925,Pizza Hut,13.00158040509241,80.19846061198876,Pizza Place
"Alandur,St Thomas Mount H O",12.9948658,80.19699925,Hotel Mount Heera,12.996103583001261,80.1961130426729,Hotel Bar
"Alandur,St Thomas Mount H O",12.9948658,80.19699925,Nanganallur Road Metro Station,13.00006,80.19403,Metro Station
"Alandur,St Thomas Mount H O",12.9948658,80.19699925,Apoorva Restaurant,13.001583408085356,80.1989519603724,Breakfast Spot
"Alandur,St Thomas Mount H O",12.9948658,80.19699925,Faaso's,12.987600073066067,80.19584548761388,Burrito Place
"Habibullah Road,Hindi Prachar Sabha,Panagal Park,Usman Road",13.042169099999999,80.23385241067942,New Bombay Halwa House,13.042785946633948,80.23348564609323,Indian Restaurant
"Habibullah Road,Hindi Prachar Sabha,Panagal Park,Usman Road",13.042169099999999,80.23385241067942,Tanishq,13.04350713931576,80.23243903309603,Jewelry Store
"Habibullah Road,Hindi Prachar Sabha,Panagal Park,Usman Road",13.042169099999999,80.23385241067942,GRT Jewellers,13.03948997295586,80.23164937130393,Jewelry Store
"Habibullah Road,Hindi Prachar Sabha,Panagal Park,Usman Road",13.042169099999999,80.23385241067942,Barbeque Nation,13.045409415046036,80.23314587136578,BBQ Joint
"Habibullah Road,Hindi Prachar Sabha,Panagal Park,Usman Road",13.042169099999999,80.23385241067942,Panagal Park,13.041010746165332,80.2329836231605,Park
"Habibullah Road,Hindi Prachar Sabha,Panagal Park,Usman Road",13.042169099999999,80.23385241067942,Murugan Idli Shop,13.042486956919046,80.23545728691099,Indian Restaurant
"Habibullah Road,Hindi Prachar Sabha,Panagal Park,Usman Road",13.042169099999999,80.23385241067942,Sangeetha Fine Dining,13.04318751736555,80.23660133417307,Vegetarian / Vegan Restaurant
"Habibullah Road,Hindi Prachar Sabha,Panagal Park,Usman Road",13.042169099999999,80.23385241067942,Sundari silks,13.044510600501589,80.23228599151898,Clothing Store
"Habibullah Road,Hindi Prachar Sabha,Panagal Park,Usman Road",13.042169099999999,80.23385241067942,Shri Balaajee Bhavan,13.04068612834832,80.23793684178305,Indian Restaurant
"Habibullah Road,Hindi Prachar Sabha,Panagal Park,Usman Road",13.042169099999999,80.23385241067942,Starbucks,13.041685,80.23458,Coffee Shop
"Habibullah Road,Hindi Prachar Sabha,Panagal Park,Usman Road",13.042169099999999,80.23385241067942,Nalli,13.040560294002999,80.23299933240793,Women's Store
"Habibullah Road,Hindi Prachar Sabha,Panagal Park,Usman Road",13.042169099999999,80.23385241067942,Manyavar,13.045457866520676,80.24011173767532,Clothing Store
"Habibullah Road,Hindi Prachar Sabha,Panagal Park,Usman Road",13.042169099999999,80.23385241067942,Absolute Barbeques,13.045316956792169,80.24119691755801,BBQ Joint
"Habibullah Road,Hindi Prachar Sabha,Panagal Park,Usman Road",13.042169099999999,80.23385241067942,GRTJewellers,13.044394654841755,80.23274575076724,Jewelry Store
"Habibullah Road,Hindi Prachar Sabha,Panagal Park,Usman Road",13.042169099999999,80.23385241067942,Mainland China,13.047111508389232,80.23499099608345,Chinese Restaurant
"Habibullah Road,Hindi Prachar Sabha,Panagal Park,Usman Road",13.042169099999999,80.23385241067942,Naidu Hall,13.040690957381647,80.23837133682868,Clothing Store
"Habibullah Road,Hindi Prachar Sabha,Panagal Park,Usman Road",13.042169099999999,80.23385241067942,Cream & Fudge,13.03554693083676,80.23684466662269,Ice Cream Shop
"Habibullah Road,Hindi Prachar Sabha,Panagal Park,Usman Road",13.042169099999999,80.23385241067942,Nasi Kandar Pelita,13.040180210318622,80.24175510277229,Malay Restaurant
"Habibullah Road,Hindi Prachar Sabha,Panagal Park,Usman Road",13.042169099999999,80.23385241067942,Maya Plaza,13.04103193788257,80.2348210442589,Shopping Mall
"Habibullah Road,Hindi Prachar Sabha,Panagal Park,Usman Road",13.042169099999999,80.23385241067942,Big Bazaar,13.040466482927537,80.23916564262522,Department Store
"Habibullah Road,Hindi Prachar Sabha,Panagal Park,Usman Road",13.042169099999999,80.23385241067942,Saravana Bhavan,13.041005140297075,80.23562881206628,Indian Restaurant
"Habibullah Road,Hindi Prachar Sabha,Panagal Park,Usman Road",13.042169099999999,80.23385241067942,Mansuk's Sweets & Snacks-T Nagar,13.03767437912972,80.2332613627496,Snack Place
"Habibullah Road,Hindi Prachar Sabha,Panagal Park,Usman Road",13.042169099999999,80.23385241067942,Madras Coffee House,13.046845528335975,80.23687688605418,Coffee Shop
"Habibullah Road,Hindi Prachar Sabha,Panagal Park,Usman Road",13.042169099999999,80.23385241067942,Subway,13.046858244092764,80.23599175474709,Sandwich Place
"Habibullah Road,Hindi Prachar Sabha,Panagal Park,Usman Road",13.042169099999999,80.23385241067942,Pasta Bar Veneto,13.03477163181086,80.23521179798625,Italian Restaurant
"Habibullah Road,Hindi Prachar Sabha,Panagal Park,Usman Road",13.042169099999999,80.23385241067942,Domino's Pizza,13.04,80.234,Pizza Place
"Habibullah Road,Hindi Prachar Sabha,Panagal Park,Usman Road",13.042169099999999,80.23385241067942,Murugan Idly Shop,13.037802568325422,80.23016049090197,South Indian Restaurant
"Habibullah Road,Hindi Prachar Sabha,Panagal Park,Usman Road",13.042169099999999,80.23385241067942,Saravana Bhavan,13.036507347842312,80.23620477229629,Indian Restaurant
"Habibullah Road,Hindi Prachar Sabha,Panagal Park,Usman Road",13.042169099999999,80.23385241067942,Natesan park,13.037389121658515,80.2360822741999,Park
"Habibullah Road,Hindi Prachar Sabha,Panagal Park,Usman Road",13.042169099999999,80.23385241067942,Nalli Chinnasami Chetty,13.040606778508034,80.23303610161511,Clothing Store
"Habibullah Road,Hindi Prachar Sabha,Panagal Park,Usman Road",13.042169099999999,80.23385241067942,The Residency,13.04501826004944,80.24052493782268,Hotel
"Habibullah Road,Hindi Prachar Sabha,Panagal Park,Usman Road",13.042169099999999,80.23385241067942,In & Out,13.034244375330875,80.23804664611816,Department Store
"Habibullah Road,Hindi Prachar Sabha,Panagal Park,Usman Road",13.042169099999999,80.23385241067942,Grand sweets & snacks,13.042389346976558,80.2407000892161,Indian Restaurant
"Habibullah Road,Hindi Prachar Sabha,Panagal Park,Usman Road",13.042169099999999,80.23385241067942,Croma,13.04867880315885,80.23327326978465,Electronics Store
"Habibullah Road,Hindi Prachar Sabha,Panagal Park,Usman Road",13.042169099999999,80.23385241067942,KFC,13.040173722507188,80.24168055598304,Fast Food Restaurant
"Habibullah Road,Hindi Prachar Sabha,Panagal Park,Usman Road",13.042169099999999,80.23385241067942,Pondy Bazaar,13.040568717889359,80.2385001237523,Market
"Habibullah Road,Hindi Prachar Sabha,Panagal Park,Usman Road",13.042169099999999,80.23385241067942,Joyalukkas,13.046774534415347,80.23299568187348,Jewelry Store
"Habibullah Road,Hindi Prachar Sabha,Panagal Park,Usman Road",13.042169099999999,80.23385241067942,Hotel Saravana Bhavan,13.036511913609774,80.23081662908346,Asian Restaurant
"Habibullah Road,Hindi Prachar Sabha,Panagal Park,Usman Road",13.042169099999999,80.23385241067942,Murugan Idli Shop,13.04534890178544,80.23272417375073,South Indian Restaurant
"Habibullah Road,Hindi Prachar Sabha,Panagal Park,Usman Road",13.042169099999999,80.23385241067942,Sri Krishna Sweets,13.03637615592189,80.23624873045266,Vegetarian / Vegan Restaurant
"Habibullah Road,Hindi Prachar Sabha,Panagal Park,Usman Road",13.042169099999999,80.23385241067942,RMKV,13.040838089040061,80.23197068284948,Clothing Store
"Habibullah Road,Hindi Prachar Sabha,Panagal Park,Usman Road",13.042169099999999,80.23385241067942,Courtallam Border Rahmath Kadai,13.042555,80.235877,South Indian Restaurant
"Habibullah Road,Hindi Prachar Sabha,Panagal Park,Usman Road",13.042169099999999,80.23385241067942,Vasantha Bhavan,13.044639096033407,80.239551104462,Indian Restaurant
"Habibullah Road,Hindi Prachar Sabha,Panagal Park,Usman Road",13.042169099999999,80.23385241067942,New Andhra Mess,13.040462853047455,80.23941215112978,Indian Restaurant
"Habibullah Road,Hindi Prachar Sabha,Panagal Park,Usman Road",13.042169099999999,80.23385241067942,Thambi VILAS Restaurant,13.050567252703681,80.2360577685968,Restaurant
"Habibullah Road,Hindi Prachar Sabha,Panagal Park,Usman Road",13.042169099999999,80.23385241067942,Adyar Ananda Bhavan,13.040748344922132,80.23757679891372,Dessert Shop
"Habibullah Road,Hindi Prachar Sabha,Panagal Park,Usman Road",13.042169099999999,80.23385241067942,Candy Club,13.035015936359166,80.23761249779,Cocktail Bar
"Habibullah Road,Hindi Prachar Sabha,Panagal Park,Usman Road",13.042169099999999,80.23385241067942,Pothys Boutique,13.044629341824816,80.23968757940209,Boutique
"Habibullah Road,Hindi Prachar Sabha,Panagal Park,Usman Road",13.042169099999999,80.23385241067942,The Chennai Silks,13.039144054434413,80.23182476330034,Clothing Store
"Habibullah Road,Hindi Prachar Sabha,Panagal Park,Usman Road",13.042169099999999,80.23385241067942,D-cafe,13.046767623127606,80.23527671147092,Café
"Habibullah Road,Hindi Prachar Sabha,Panagal Park,Usman Road",13.042169099999999,80.23385241067942,Rathna Stores [Firm],13.040634889468945,80.23701469128235,Miscellaneous Shop
"Habibullah Road,Hindi Prachar Sabha,Panagal Park,Usman Road",13.042169099999999,80.23385241067942,Anjappar Chettinad Restaurant,13.040689807663954,80.23772333138557,Indian Restaurant
"Habibullah Road,Hindi Prachar Sabha,Panagal Park,Usman Road",13.042169099999999,80.23385241067942,Matsya Restaurant,13.038399918980158,80.2397958095393,Indian Restaurant
"Habibullah Road,Hindi Prachar Sabha,Panagal Park,Usman Road",13.042169099999999,80.23385241067942,Kumaran Silks,13.040522762359249,80.23263223324241,Boutique
"Habibullah Road,Hindi Prachar Sabha,Panagal Park,Usman Road",13.042169099999999,80.23385241067942,Quality Inn Sabari Chennai,13.047504721569908,80.2400219261701,Hotel
"Habibullah Road,Hindi Prachar Sabha,Panagal Park,Usman Road",13.042169099999999,80.23385241067942,Nalli 100,13.040535902515586,80.23184039888355,Clothing Store
"Habibullah Road,Hindi Prachar Sabha,Panagal Park,Usman Road",13.042169099999999,80.23385241067942,Reliance Trends,13.04344245127976,80.23205781797449,Clothing Store
